id,total_recent,positive_recent,mood_recent,total_all,positive_all,mood_all
2990,123,119,Overwhelmingly Positive,9459,8986,Overwhelmingly Positive
29900,0,0,,336,278,Very Positive
299250,0,0,,531,207,Mostly Negative
299350,0,0,,248,213,Very Positive
299680,0,0,,709,588,Very Positive
299950,0,0,,688,529,Mostly Positive
300,79,74,Very Positive,10633,9463,Very Positive
300060,0,0,,989,553,Mixed
300380,45,37,Very Positive,7683,6300,Very Positive
300550,27,23,Very Positive,4394,3910,Very Positive
300570,12,7,Mixed,1517,1425,Very Positive
300630,0,0,,163,122,Mostly Positive
301120,0,0,,997,847,Very Positive
301180,0,0,,84,73,Very Positive
301320,15,13,Very Positive,776,729,Very Positive
301560,0,0,,236,181,Mostly Positive
301610,0,0,,455,386,Very Positive
301640,188,159,Very Positive,11025,9591,Very Positive
301840,0,0,,582,459,Mostly Positive
301910,29,22,Mostly Positive,6713,4967,Mostly Positive
3020,11,6,Mixed,1431,1173,Very Positive
302510,469,412,Very Positive,22970,19524,Very Positive
302710,0,0,,734,645,Very Positive
302750,0,0,,48,45,Positive
303210,80,76,Very Positive,14143,12162,Very Positive
303290,0,0,,458,384,Very Positive
303310,29,25,Very Positive,1865,1790,Overwhelmingly Positive
303340,0,0,,26,18,Mostly Positive
303800,0,0,,1069,833,Mostly Positive
304210,0,0,,110,97,Very Positive
304212,12,10,Very Positive,4184,4016,Overwhelmingly Positive
304214,10,9,Very Positive,1562,1390,Very Positive
304240,228,202,Very Positive,11002,10121,Very Positive
304310,0,0,,101,88,Very Positive
304380,0,0,,523,392,Mostly Positive
304390,865,648,Mostly Positive,61382,40512,Mixed
304410,40,36,Very Positive,2772,2688,Overwhelmingly Positive
304430,247,234,Overwhelmingly Positive,29275,28104,Overwhelmingly Positive
304530,10,5,Mixed,2806,1683,Mixed
304650,34,26,Mostly Positive,6403,5378,Very Positive
304730,0,0,,2646,1587,Mixed
305620,1280,1139,Very Positive,72824,66269,Very Positive
306020,125,123,Overwhelmingly Positive,7539,7086,Very Positive
306130,1583,1313,Very Positive,89130,73977,Very Positive
306240,0,0,,0,0,7 user reviews
306460,50,45,Very Positive,9193,8549,Very Positive
306660,0,0,,2237,1856,Very Positive
306690,0,0,,472,358,Mostly Positive
306760,11,7,Mostly Positive,2429,1894,Mostly Positive
307640,13,11,Very Positive,555,471,Very Positive
307670,21,14,Mostly Positive,3211,2472,Mostly Positive
307690,545,512,Very Positive,37171,33825,Very Positive
307780,447,420,Very Positive,26775,22491,Very Positive
307940,0,0,,445,338,Mostly Positive
307960,130,104,Very Positive,4959,3967,Very Positive
308420,17,14,Very Positive,2645,2301,Very Positive
310031,0,0,,300,180,Mixed
310060,13,10,Very Positive,1817,1598,Very Positive
310080,20,18,Very Positive,4665,4385,Very Positive
310510,0,0,,1484,1231,Very Positive
310560,77,69,Very Positive,19615,17261,Very Positive
310950,246,196,Very Positive,20430,13688,Mixed
31100,0,0,,66,61,Very Positive
311050,0,0,,519,378,Mostly Positive
311210,1172,1078,Very Positive,53009,42937,Very Positive
311240,59,45,Mostly Positive,2616,2249,Very Positive
311260,45,27,Mixed,4520,2621,Mixed
311290,34,26,Mostly Positive,4012,2928,Mostly Positive
311310,89,53,Mixed,7569,4768,Mixed
311560,201,182,Very Positive,10231,8594,Very Positive
311690,567,532,Very Positive,55242,53032,Overwhelmingly Positive
311770,21,19,Very Positive,1250,1087,Very Positive
311800,0,0,,381,361,Very Positive
311840,0,0,,64,37,Mixed
311930,0,0,,69,66,Very Positive
31220,0,0,,244,226,Very Positive
312200,13,10,Very Positive,916,668,Mostly Positive
312360,0,0,,129,79,Mixed
312520,95,89,Very Positive,3927,3573,Very Positive
312530,158,151,Overwhelmingly Positive,20108,19504,Overwhelmingly Positive
312560,0,0,,337,306,Very Positive
312610,16,14,Very Positive,1891,1682,Very Positive
312660,734,682,Very Positive,29241,26316,Very Positive
312670,77,62,Very Positive,3204,2723,Very Positive
312750,0,0,Very Positive,1775,1508,Very Positive
312840,49,37,Mostly Positive,3182,2577,Very Positive
312980,16,13,Very Positive,613,533,Very Positive
313102,0,0,,133,103,Mostly Positive
313120,551,374,Mixed,29962,22771,Mostly Positive
313160,41,37,Very Positive,11025,10032,Very Positive
313430,0,0,,123,99,Very Positive
313480,11,8,Very Positive,896,797,Very Positive
313500,0,0,,817,686,Very Positive
313780,10,9,Very Positive,1414,1117,Mostly Positive
314030,0,0,,442,393,Very Positive
314160,158,140,Very Positive,18511,15734,Very Positive
314180,0,0,,377,365,Very Positive
314470,0,0,,149,126,Very Positive
314500,0,0,,194,159,Very Positive
314650,127,121,Overwhelmingly Positive,4979,4779,Overwhelmingly Positive
314660,0,0,,2422,2131,Very Positive
314790,17,11,Mostly Positive,941,790,Very Positive
315200,0,0,,41,37,Positive
315460,13,11,Very Positive,3390,3051,Very Positive
315660,23,19,Very Positive,1713,1233,Mostly Positive
316610,0,0,,392,372,Very Positive
316720,0,0,,1692,1641,Overwhelmingly Positive
316790,32,30,Very Positive,4866,4379,Very Positive
316960,0,0,,52,39,Mostly Positive
316964,0,0,,188,157,Very Positive
316965,0,0,,69,60,Very Positive
316966,0,0,,20,18,Positive
316967,0,0,,44,40,Positive
317100,0,0,,395,304,Mostly Positive
317370,0,0,,65,52,Very Positive
317490,0,0,,53,45,Very Positive
317660,0,0,,176,91,Mixed
317850,0,0,,224,100,Mixed
31800,0,0,,69,53,Mostly Positive
318020,11,4,Mixed,2123,1337,Mixed
31810,0,0,,172,163,Very Positive
318220,0,0,,1575,740,Mixed
318230,0,0,,1023,808,Mostly Positive
31830,0,0,,194,166,Very Positive
31840,0,0,,120,111,Very Positive
31850,0,0,,112,101,Very Positive
318500,0,0,,120,106,Very Positive
318520,0,0,,141,129,Very Positive
318521,0,0,,273,256,Very Positive
31860,0,0,,96,84,Very Positive
318600,13,7,Mixed,2180,1613,Mostly Positive
318750,0,0,,89,76,Very Positive
318794,0,0,,40,12,Mostly Negative
318874,0,0,,14,11,Positive
318875,0,0,,13,9,Mostly Positive
31890,0,0,,95,83,Very Positive
318970,0,0,,670,562,Very Positive
31900,0,0,,75,49,Mixed
319080,0,0,,113,97,Very Positive
319090,0,0,,333,206,Mixed
319280,0,0,,178,119,Mixed
31930,0,0,,106,75,Mostly Positive
319510,292,271,Very Positive,22415,20397,Very Positive
319810,0,0,,127,113,Very Positive
319870,15,12,Very Positive,626,550,Very Positive
319910,34,23,Mostly Positive,5856,3806,Mixed
320030,0,0,,602,445,Mostly Positive
320040,70,63,Very Positive,2819,2255,Very Positive
320240,222,173,Mostly Positive,7364,5523,Mostly Positive
320350,0,0,,73,65,Very Positive
320351,0,0,,57,45,Very Positive
320353,0,0,,66,27,Mixed
320430,14,12,Very Positive,891,784,Very Positive
320760,0,0,,603,560,Very Positive
321300,12,6,Mixed,4194,2935,Mostly Positive
321360,78,69,Very Positive,5666,4646,Very Positive
321800,0,0,Very Positive,1832,1630,Very Positive
321980,0,0,,494,350,Mostly Positive
322110,14,12,Very Positive,3398,3126,Very Positive
322130,0,0,,91,82,Very Positive
322170,4854,4514,Very Positive,144660,135980,Very Positive
322190,10,9,Very Positive,2347,2253,Overwhelmingly Positive
322210,0,0,,2124,1954,Very Positive
322290,0,0,,412,379,Very Positive
322330,3240,3078,Overwhelmingly Positive,188401,180864,Overwhelmingly Positive
322450,18,16,Very Positive,732,680,Very Positive
322500,121,108,Very Positive,18653,16601,Very Positive
322520,0,0,,1066,703,Mixed
322770,0,0,,2440,2220,Very Positive
323060,0,0,,1316,947,Mostly Positive
323190,1196,1100,Very Positive,59277,53942,Very Positive
323220,46,37,Very Positive,2902,2611,Very Positive
32330,20,19,Very Positive,1060,879,Very Positive
323500,13,11,Very Positive,1610,1320,Very Positive
323580,0,0,,1798,1420,Mostly Positive
32360,0,0,Very Positive,3309,3143,Overwhelmingly Positive
32370,217,203,Very Positive,20717,18645,Very Positive
323850,148,131,Very Positive,13760,12384,Very Positive
32400,10,9,Very Positive,1816,1616,Very Positive
324020,0,0,,35,18,Mixed
324080,22,18,Very Positive,3793,3148,Very Positive
324160,0,0,Very Positive,4743,4648,Overwhelmingly Positive
32430,40,30,Mostly Positive,5007,3605,Mostly Positive
324331,0,0,,145,59,Mixed
324332,0,0,,79,39,Mixed
32440,203,198,Overwhelmingly Positive,12302,11809,Overwhelmingly Positive
32450,12,9,Very Positive,545,446,Very Positive
324510,0,0,,1507,1145,Mostly Positive
32460,10,9,Very Positive,1664,1580,Overwhelmingly Positive
32470,274,265,Overwhelmingly Positive,21262,20624,Overwhelmingly Positive
324740,0,0,,271,216,Very Positive
324800,114,99,Very Positive,16157,14056,Very Positive
32500,21,18,Very Positive,3940,2364,Mixed
32510,77,74,Very Positive,3735,3473,Very Positive
325610,170,153,Very Positive,18906,15124,Very Positive
325723,21,9,Mixed,1035,569,Mixed
325724,47,37,Very Positive,3434,2747,Very Positive
325959,0,0,,59,30,Mixed
325960,0,0,,0,0,
325965,0,0,,22,14,Mixed
325968,0,0,,16,13,Positive
325974,0,0,,66,44,Mixed
325990,0,0,,106,92,Very Positive
326460,248,228,Very Positive,23006,21395,Very Positive
326480,0,0,Very Positive,3630,3339,Very Positive
327030,117,102,Very Positive,5017,4214,Very Positive
327070,62,44,Mostly Positive,4759,3331,Mostly Positive
327140,0,0,,521,479,Very Positive
327280,0,0,,546,305,Mixed
327400,0,0,,588,552,Very Positive
327410,73,64,Very Positive,5999,5039,Very Positive
327560,0,0,,815,749,Very Positive
327740,0,0,,456,405,Very Positive
327860,0,0,,1811,1394,Mostly Positive
327880,0,0,,412,358,Very Positive
327890,28,22,Very Positive,4467,3439,Mostly Positive
328070,0,0,,1309,1099,Very Positive
328080,38,29,Mostly Positive,6055,5388,Very Positive
328590,0,0,,367,264,Mostly Positive
328900,0,0,,65,50,Mostly Positive
329010,0,0,,197,149,Mostly Positive
329050,90,82,Very Positive,7689,6920,Very Positive
329070,0,0,,664,537,Very Positive
329130,24,22,Very Positive,2971,2792,Very Positive
329430,45,41,Very Positive,7144,5715,Very Positive
329440,44,29,Mixed,2109,1370,Mixed
329530,0,0,,123,116,Very Positive
329970,0,0,Very Positive,736,647,Very Positive
330020,274,246,Very Positive,8414,7656,Very Positive
330390,10,6,Mixed,1663,1446,Very Positive
330820,0,0,,559,475,Very Positive
330830,26,22,Very Positive,12373,11630,Very Positive
33100,37,35,Very Positive,1539,1462,Overwhelmingly Positive
331160,12,9,Mostly Positive,681,572,Very Positive
33120,19,15,Very Positive,1040,956,Very Positive
331480,0,0,,1570,1413,Very Positive
331670,14,11,Very Positive,1177,1071,Very Positive
331690,0,0,,1158,914,Mostly Positive
33180,0,0,,286,225,Mostly Positive
331800,0,0,,0,0,Positive
331870,109,91,Very Positive,2981,2593,Very Positive
331900,0,0,,774,619,Very Positive
331920,0,0,,356,277,Mostly Positive
331930,0,0,,129,112,Very Positive
3320,0,0,Very Positive,2907,2790,Overwhelmingly Positive
332120,0,0,,0,0,7 user reviews
332200,29,23,Very Positive,4035,3712,Very Positive
33230,517,470,Very Positive,30338,26697,Very Positive
332350,0,0,,761,593,Mostly Positive
332360,0,0,,174,128,Mostly Positive
332570,150,139,Very Positive,5623,5116,Very Positive
332610,0,0,,146,128,Very Positive
332800,134,127,Overwhelmingly Positive,10379,9548,Very Positive
3330,41,38,Very Positive,1677,1559,Very Positive
333250,0,0,,1673,1422,Very Positive
333300,0,0,,934,821,Very Positive
333420,73,60,Very Positive,7094,5533,Mostly Positive
333600,120,115,Overwhelmingly Positive,20434,19616,Overwhelmingly Positive
333640,103,98,Overwhelmingly Positive,3990,3790,Overwhelmingly Positive
334230,231,205,Very Positive,27684,24638,Very Positive
334310,40,32,Very Positive,1929,1678,Very Positive
334540,0,0,,856,778,Very Positive
334850,0,0,,115,78,Mixed
334940,0,0,Very Positive,1824,1751,Overwhelmingly Positive
335020,0,0,,218,132,Mixed
335030,0,0,,696,215,Mostly Negative
335070,0,0,,504,418,Very Positive
335190,0,0,,247,212,Very Positive
335300,648,531,Very Positive,47207,40598,Very Positive
335420,0,0,,31,26,Positive
335510,0,0,,60,52,Very Positive
335620,20,13,Mixed,2706,2300,Very Positive
335670,78,75,Very Positive,10267,9856,Overwhelmingly Positive
335810,11,6,Mixed,557,395,Mostly Positive
33600,0,0,,620,551,Very Positive
336140,13,11,Very Positive,1359,1291,Overwhelmingly Positive
336150,0,0,,392,325,Very Positive
336240,0,0,,522,448,Very Positive
336270,0,0,,21,18,Positive
336440,0,0,,278,252,Very Positive
337000,215,182,Very Positive,24795,18348,Mostly Positive
337320,311,301,Overwhelmingly Positive,13164,12374,Very Positive
337340,308,301,Overwhelmingly Positive,10573,10361,Overwhelmingly Positive
337460,0,0,,31,28,Positive
337661,0,0,Very Positive,763,633,Very Positive
33770,0,0,,219,168,Mostly Positive
337930,0,0,,547,508,Very Positive
338160,0,0,,334,237,Mostly Positive
338161,0,0,,39,22,Mixed
338163,0,0,,469,248,Mixed
338170,0,0,Very Positive,2108,1876,Very Positive
338390,0,0,,1744,1203,Mixed
3390,0,0,,818,793,Overwhelmingly Positive
339110,0,0,,0,0,8 user reviews
339200,0,0,,1038,851,Very Positive
339230,16,10,Mixed,2010,1266,Mixed
339330,0,0,,31,29,Positive
339340,118,94,Very Positive,4927,4138,Very Positive
339790,0,0,,434,394,Very Positive
339800,166,154,Very Positive,21469,20610,Overwhelmingly Positive
339910,0,0,,412,341,Very Positive
340150,0,0,,1571,1209,Mostly Positive
341000,0,0,,3630,3267,Very Positive
341800,83,76,Very Positive,8176,8012,Overwhelmingly Positive
341940,123,102,Very Positive,9478,7487,Mostly Positive
342180,57,48,Very Positive,5921,4855,Very Positive
342560,38,34,Very Positive,3582,3402,Overwhelmingly Positive
342610,0,0,,258,247,Very Positive
343070,0,0,,247,155,Mixed
34330,269,247,Very Positive,24654,22435,Very Positive
34343,0,0,,105,71,Mixed
343460,0,0,,138,84,Mixed
343461,0,0,,135,103,Mostly Positive
343462,0,0,,317,212,Mixed
343463,0,0,,231,198,Very Positive
343464,0,0,,859,566,Mixed
34348,0,0,,46,35,Mostly Positive
343710,11,7,Mostly Positive,1717,1167,Mixed
343780,171,160,Very Positive,5151,4841,Very Positive
343860,15,12,Very Positive,2376,2067,Very Positive
344120,0,0,,13,10,Positive
344740,0,0,,778,645,Very Positive
344760,13,7,Mixed,11900,6783,Mixed
344770,0,0,,1880,1842,Overwhelmingly Positive
344850,0,0,,1253,964,Mostly Positive
345010,0,0,,286,197,Mixed
345180,28,19,Mostly Positive,3176,2699,Very Positive
345200,0,0,Very Positive,424,381,Very Positive
345240,0,0,,524,466,Very Positive
345260,15,9,Mixed,1305,874,Mixed
345350,24,18,Mostly Positive,2974,2349,Mostly Positive
345370,0,0,,549,461,Very Positive
345430,0,0,Very Positive,562,488,Very Positive
345610,0,0,,821,763,Very Positive
345800,0,0,,166,142,Very Positive
345820,0,0,Very Positive,1290,1225,Overwhelmingly Positive
345890,21,17,Very Positive,735,543,Mostly Positive
346010,186,172,Very Positive,38030,36128,Overwhelmingly Positive
346110,4927,4434,Very Positive,375921,304496,Very Positive
346791,0,0,,133,67,Mixed
346820,0,0,,63,60,Very Positive
346940,24,18,Mostly Positive,2890,2456,Very Positive
347000,0,0,,93,59,Mixed
347212,0,0,,112,100,Very Positive
347620,34,32,Very Positive,3316,3117,Very Positive
347990,0,0,,531,504,Overwhelmingly Positive
3480,50,49,Very Positive,2683,2575,Overwhelmingly Positive
348040,0,0,Very Positive,1285,1272,Overwhelmingly Positive
348090,0,0,Very Positive,1102,870,Mostly Positive
348360,18,11,Mixed,553,442,Very Positive
348550,71,64,Very Positive,2880,2764,Overwhelmingly Positive
348682,0,0,,0,0,5 user reviews
34870,72,57,Very Positive,11031,8052,Mostly Positive
348750,0,0,,0,0,3 user reviews
348990,0,0,,30,24,Positive
34900,0,0,Very Positive,6877,5226,Mostly Positive
349000,0,0,,23,19,Positive
349040,1331,1237,Very Positive,47296,42566,Very Positive
349230,0,0,,23,20,Positive
349231,0,0,,18,15,Positive
349250,0,0,,201,196,Very Positive
349300,0,0,,86,67,Mostly Positive
35000,0,0,Very Positive,2504,2228,Very Positive
350271,0,0,,0,0,6 user reviews
350310,0,0,,322,202,Mixed
350640,93,73,Mostly Positive,9093,7183,Mostly Positive
351100,22,14,Mixed,1597,1165,Mostly Positive
35130,19,16,Very Positive,2788,2564,Very Positive
35135,0,0,,31,25,Positive
35136,0,0,,28,21,Mostly Positive
35137,0,0,,19,13,Mostly Positive
35138,0,0,,22,16,Mostly Positive
35140,904,867,Overwhelmingly Positive,24252,23281,Overwhelmingly Positive
351510,0,0,,709,659,Very Positive
351700,0,0,Very Positive,813,764,Very Positive
351890,0,0,,719,337,Mixed
351920,27,24,Very Positive,5565,5286,Overwhelmingly Positive
352000,0,0,,383,321,Very Positive
352220,0,0,,305,244,Very Positive
352400,51,48,Very Positive,3645,3244,Very Positive
352520,28,25,Very Positive,5287,4916,Very Positive
352720,48,44,Very Positive,4836,3917,Very Positive
353050,0,0,,26,23,Positive
353053,0,0,,17,14,Positive
353270,0,0,,2746,2608,Overwhelmingly Positive
353330,0,0,,1030,978,Overwhelmingly Positive
353540,0,0,Very Positive,734,704,Overwhelmingly Positive
353640,16,13,Very Positive,2095,1864,Very Positive
353830,0,0,,552,436,Mostly Positive
354020,10,9,Very Positive,56,51,Very Positive
354140,46,41,Very Positive,5698,5014,Very Positive
354160,10,6,Mixed,328,183,Mixed
354240,39,30,Mostly Positive,3573,3108,Very Positive
354330,0,0,,162,116,Mostly Positive
35450,84,77,Very Positive,22053,20509,Very Positive
355630,0,0,,241,219,Very Positive
355641,0,0,,19,16,Positive
355680,0,0,,313,222,Mostly Positive
355790,23,18,Very Positive,2497,2072,Very Positive
355880,32,30,Very Positive,4002,3921,Overwhelmingly Positive
355950,0,0,,574,464,Very Positive
355960,0,0,,1249,449,Mostly Negative
356040,29,22,Mostly Positive,4587,3715,Very Positive
356190,1393,1253,Very Positive,51289,44108,Very Positive
356400,17,15,Very Positive,3012,2740,Very Positive
356430,0,0,,392,333,Very Positive
356500,31,29,Very Positive,2404,2187,Very Positive
356570,63,59,Very Positive,5980,5322,Very Positive
356650,248,233,Very Positive,2683,2119,Mostly Positive
356950,0,0,,41,28,Mostly Positive
35700,48,45,Very Positive,10284,9769,Overwhelmingly Positive
357190,33,31,Very Positive,2913,2621,Very Positive
35720,35,30,Very Positive,13642,12959,Overwhelmingly Positive
357330,0,0,,805,748,Very Positive
357760,0,0,,295,165,Mixed
358130,24,19,Very Positive,2969,2701,Very Positive
358150,0,0,,1087,978,Very Positive
358260,0,0,,60,57,Very Positive
358410,0,0,,61,54,Very Positive
358470,0,0,,825,783,Overwhelmingly Positive
3590,1425,1382,Overwhelmingly Positive,57807,55494,Overwhelmingly Positive
359230,0,0,,987,681,Mixed
359320,462,364,Mostly Positive,58545,44494,Mostly Positive
359390,16,14,Very Positive,2330,2143,Very Positive
359491,0,0,,40,34,Positive
359496,0,0,,45,39,Positive
359510,22,17,Very Positive,1390,1306,Very Positive
359550,9275,7791,Very Positive,829809,721933,Very Positive
