id,OS,CPU,RAM,Graphics,DirectX,Disk Space,Additional,type
65930,Windows 7 Service Pack 1 64-bit,Quad Core Processor,4 GB RAM,"DirectX11 Compatible, AMD Radeon HD 6950 / NVIDIA GeForce GTX 560",,12 GB available space,Incompatible with Intel HD 3000 Integrated Graphics,R
659540,Windows XP,1.0 GHz,512 MB RAM,Integrated Graphics,,160 MB available space,Can run on almost all PCs,F
65980,Windows® Vista SP2/ Windows® 7,Intel Core 2 Duo 1.8 GHz or AMD Athlon X2 64 2.0 GHz,2 GB RAM,"256 MB ATI HD3650 or better, 256 MB nVidia 8800 GT or better, or Intel HD 3000 or better integrated graphics",Version 11,8 GB available space,"Other Requirements: Initial installation requires one-time Internet connection for Steam authentication; software installations required (included with the game) include Steam Client, Microsoft Visual C++2012 Runtime Libraries and Microsoft DirectX.",M
65980,Windows® Vista SP2 / Windows® 7,1.8 GHz Quad Core CPU,4 GB RAM,"AMD HD5000 series or better (or ATI R9 series for Mantle support), nVidia GT400 series or better, or Intel IvyBridge or better integrated graphics",Version 11,8 GB available space,"DirectX: DirectX version 11, or Mantle (with supported video card)",R
66002,Windows Vista Service Pack 2 32-bit,Intel Core 2 DUO 2.4 GHz / AMD Athlon X2 2.7 GHz,2 GB RAM,DirectX9 Compatible ATI Radeon HD 3870 / NVIDIA 8800 GT,,12 MB available space,Incompatible with Intel HD 3000 Integrated Graphics,M
66002,Windows 7 Service Pack 1 64-bit,Quad Core Processor,4 GB RAM,"DirectX11 Compatible, AMD Radeon HD 6950 / NVIDIA GeForce GTX 560",,12 MB available space,Incompatible with Intel HD 3000 Integrated Graphics,R
660080,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i5-2400s @ 2.5 GHz or AMD FX-6350 @ 3.9 GHz or equivalent,6 GB RAM,NVIDIA GeForce GTX 660 or AMD R9 270 (2048 MB VRAM with Shader Model 5.0 or better),Version 11,42 GB available space,Video Preset: Lowest (720p),M
660080,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7- 3770 @ 3.5 GHz or AMD FX-8350 @ 4.0 GHz,8 GB RAM,NVIDIA GeForce GTX 760 or AMD R9 280X (3GB VRAM with Shader Model 5.0 or better),,42 GB available space,Video Preset: High (1080p),R
661790,"Windows Vista, 7, 8, 10 (64-BIT Required)","Intel Core 2 Quad, Intel Core 2 Duo e8500",4 GB RAM,"Nvidia GeForce GT 710 (1GB), Intel HD Graphics 630 or better.",Version 11,5 GB available space,"For 30 fps on 1280x720 resolution, using fastest quality setting. Nvidia GPU recommended.",M
661790,"Windows Vista, 7, 8, 10 (64-BIT Required)",Intel Core i5-2500k,8 GB RAM,Nvidia GeForce GTX 780 (3GB) or better.,Version 11,5 GB available space,"For 60+ fps on 1920x1080 resolution, using high graphics quality setting. Nvidia GPU recommended.",R
661920,Windows 7/8/10 64-bit or newer,"Dual-core Intel or AMD, 2.0 GHz or faster",4 GB RAM,Nvidia GTX 750 or AMD R7 260 or equivalent,Version 11,3 GB available space,DX11 compatible graphics card with 2GB VRAM or more. Intel integrated graphics cards not supported.,M
661920,,,,,,,,R
661990,Windows 7 / 8 / 8.1 / 10,Intel Core2 Duo,2 GB RAM,nVidia GeForce 7900 GT or better / AMD Radeon X1900 / nVidia GeForce GT 620 (Windows 8.1),Version 9.0c,10 GB available space,,M
661990,Windows 7 / 8 / 8.1 / 10,Intel Core i5 / i7,4 GB RAM,nVidia GeForce 8800 GT or better / AMD Radeon HD3700 / nVidia GeForce GT 650 (Windows 8.1),Version 9.0c,10 GB available space,,R
662350,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i5-2400s @ 2.5 GHz or AMD FX-6350 @ 3.9 GHz or equivalent,6 GB RAM,NVIDIA GeForce GTX 660 or AMD R9 270 (2048 MB VRAM with Shader Model 5.0 or better),Version 11,42 GB available space,Video Preset: Lowest (720p),M
662350,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7- 3770 @ 3.5 GHz or AMD FX-8350 @ 4.0 GHz,8 GB RAM,NVIDIA GeForce GTX 760 or AMD R9 280X (3GB VRAM with Shader Model 5.0 or better),,42 GB available space,Video Preset: High (1080p),R
662680,Windows 8.1x64 / Windows 10x64,Intel or AMD 2GHz 2 Cores,6 GB RAM,"NVIDIA GeForce 9600 GT or 540M, ATI Radeon HD 6570. (1GB) @720P",Version 11,8 GB available space,,M
662680,Windows 8.1x64 / Windows 10x64,Intel or AMD 2.7GHz 2 Cores,6 GB RAM,"GeForce GTX 970, Radeon RX 480. (2GB)",Version 11,8 GB available space,,R
662960,Win7 64Bit/Win8 Win8.1 64Bit/Win10 64Bit,Intel  G620 or AMD X2 280 /AMD (APU) A6 9500,6 GB RAM,Nvidia GeForce GTX750 or AMD GPU Radeon HD 6850,Version 11,15 GB available space,,M
662960,Win7 64Bit/Win8 Win8.1 64Bit/Win10 64Bit,Intel Core  I5 6500 / AMD CPU FX8350,8 GB RAM,Nvidia GeForce GTX970/1060 or AMD GPU RadeonR9 290,,15 GB available space,,R
663380,Windows 7 Service Pack 1 or newer,Intel Core 2 Duo 2.3 GHz,4 GB RAM,"NVIDIA GeForce GTX 560, 1024 MB",Version 10,5 GB available space,,F
663390,"Windows XP, Windows 7, 8, 10",Intel / AMD x86 / x64 Any 1+ GHz,512 MB RAM,Integrated on-board or better,Version 9.0,880 MB available space,The game is lightweight,F
664000,Windows 7,Intel Core i5-2300 (2.8 GHz),4 GB RAM,GeForce GTX 470 / Radeon RX 550,Version 11,2 GB available space,,M
664000,Windows 7,Intel Core i7-4700MQ (3.20GHz),8 GB RAM,GeForce GTX 650 / Radeon R9 M270X,Version 11,2 GB available space,,R
664090,"Windows 7 SP1, Windows 8.1 or Windows 10","Intel® i5-4590, AMD FX 8350 equivalent or better",8 GB RAM,"NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output: HDMI 1.4, DisplayPort 1.2 or newer",Version 11,4 GB available space,,M
664090,"Windows 7 SP1, Windows 8.1 or Windows 10","Intel® i5-4590, AMD FX 8350 equivalent or better",16 GB RAM,"NVIDIA GeForce® GTX 1060, AMD Radeon™ Rx480 equivalent or better, Video Output: HDMI 1.4, DisplayPort 1.2 or newer",Version 11,4 GB available space,,R
664180,Win7/8/10,2.4 GHz Quad Core 2.0 (or higher),1 GB RAM,"Intel HD Graphics 4000 and higher, ATI Radeon HD-Series 4650 and higher, Nvidia GeForce 2xx-Series and up",,200 MB available space,,F
664430,64-bit: Windows® 7 (latest updates),Intel Core i5-3550 / AMD FX 8150,4 GB RAM,GeForce GTX 670 / Radeon HD 7850,Version 11,50 GB available space,At least 2 GB DDR Video Memory,M
664430,"64-bit: Windows® 7, Windows® 8 (8.1) or Windows® 10 (latest updates)",Intel Core i7 3770 / AMD FX-8350,8 GB RAM,Nvidia GPU GeForce GTX 970 / AMD GPU Radeon R9 290X,Version 11,50 GB available space,,R
664830,Windows 7,1.8 GHz,2 GB RAM,,Version 11,900 MB available space,,M
664830,Windows 10,2.3 Ghz,4 GB RAM,,,,,R
665180,WIN7 SP1/WIN8/WIN10/XP,1.2 GHz,2 GB RAM,DirectX 9 compatible graphics card,,2 GB available space,,F
665300,,,,,,,,M
665300,Windows 7+,Intel i5+,2 GB RAM,NVIDIA GeForce GTX960+,Version 11,1 GB available space,"If you use a Dual PC stream setup, you will need Stream Avatars on a secondary steam account instead. Family Sharing is not possible for Software on steam.",R
665330,XP,1gHz,2 GB RAM,,,60 MB available space,,M
665330,Windows 10,2gHz,4 GB RAM,,,100 MB available space,,R
665360,Windows 7,Intel or AMD 2.2 Ghz (dual-core),4 GB RAM,GeForce GTX 460 or Radeon HD 7690M XT,Version 9.0c,2 GB available space,A microphone is required to perform,M
665360,,,,,,,,R
665370,Windows 7,2GHz,1 GB RAM,Yes,,40 MB available space,"MaD2 is a software accelerated game. Hardware will help, but only up until a point.",M
665370,,,,Dedicated GPU,,,,R
666100,Windows 7 SP1 or newer,Intel i5-4590 or AMD FX 8350 equivalent or greater,8 GB RAM,"Nvidia GeForce GTX970, or AMD Radeon R9 290 equivalent or greater",,2 GB available space,"Video Output: HDMI 1.4 or DisplayPort 1.2 or newer, USB Ports: One USB 2.0 or greater",F
666140,Windows 7+ / 8.1 / 10 64 bit,Intel i3 Processor,6 GB RAM,"ATI 7770, Nvidia GeForce GTX 660 2GB",Version 10,6 GB available space,,M
666140,Windows 10 64 bit,Intel i7 Processor,16 GB RAM,Nvidia GeForce GTX960+,Version 11,10 GB available space,,R
666570,Windows 7 Service Pack 1,2.4 GHz or faster processor,1 GB RAM,"512 MB VRAM, support Pixel Shader version 2.x or above",Version 10,500 MB available space,,M
666570,Windows 10,2.8 GHz or faster processor,1 GB RAM,"1 GB VRAM, support Pixel Shader version 2.x or above",Version 10,500 MB available space,,R
666610,Windows XP,Pentium 4,512 MB RAM,Integrated,,20 MB available space,,F
666730,Windows XP,2 GHz,1 GB RAM,512 MB,Version 9.0,200 MB available space,,F
666820,Windows Vista or greater,Dual Core CPU @ 2.0GHz,1 GB RAM,"GeForce 7800, AMD HD 4600, Intel HD Graphics 3000 or above",,500 MB available space,,F
667610,Windows 10,i5,6 GB RAM,2GB discrete GPU with OpenGL 4.4 support,,,"Currently integrated INTEL and AMD R9, R7 and older GPUs are not supported.",M
667610,Windows 10,i7,8 GB RAM,GTX 1060,,,"Currently integrated INTEL and AMD R9, R7 and older GPUs are not supported.",R
667720,"Windows 7, Windows 8, Windows 10 (64bit)",Intel or AMD Dual Core CPU 2.5 GHz,4 GB RAM,DirectX 10 Feature Level AMD or NVIDIA Card with 1 GB VRAM,Version 11,32 GB available space,,M
667720,"Windows 7, Windows 8, Windows 10 (64bit)",Intel or AMD Quad Core CPU 3 GHz,8 GB RAM,DirectX 11 Feature Level AMD or NVIDIA Card with 2 GB VRAM,Version 11,32 GB available space,,R
667750,,1.73 GHz Intel Pentium M or higher,1 GB RAM,,Version 10,400 MB available space,,F
667970,Microsoft Windows 7,Intel Core i5-3570K or equivalent,8 GB RAM,Nvidia GTX 970 or equivalent,Version 11,2 GB available space,,M
667970,Microsoft Windows 10,Intel Core i7,16 GB RAM,GTX 1070 or equivalent,Version 11,4 GB available space,,R
668210,"Windows 7, Windows 8.1, Windows 10 64 Bit",2.5GHz,2048 MB RAM,,Version 9.0c,200 MB available space,,M
668210,"Windows 7, Windows 8.1, Windows 10 64 Bit",2.2GHz,2048 MB RAM,,Version 9.0c,200 MB available space,,R
668320,Windows XP/Vista/7 or newer,CPU 2 GHz,1 GB RAM,Direct3D-compatible,Version 9.0c,3 GB available space,,M
668320,Windows XP/Vista/7 or newer,Multi-core CPU (4 cores or more) 2.4 GHz,2 GB RAM,Discrete Direct3D-compatible with Shaders 2.0+,Version 9.0c,3 GB available space,,R
668430,Windows 10,Core i5,4 GB RAM,GeForce GTX 970,Version 11,2000 MB available space,,M
668430,Windows 10,Core i7,4 GB RAM,GeForce GTX 1070,Version 11,2000 MB available space,,R
668550,Windows 7,Intel Core i3 +,4 GB RAM,GeForce Gtx 560,Version 10,8 GB available space,,M
668550,Windows 10,Intel Core i5,8 GB RAM,GeForce Gtx 560,Version 11,8 GB available space,,R
668590,Windows 7,1.8GHz Dual-Core CPU,4 GB RAM,Integrated graphics,,900 MB available space,,F
668630,WIN7 SP1/WIN8/WIN10/XP,Intel Core2DUO 2GHz,1 GB RAM,DirectX9.0 VRAM128MB,Version 9.0,4 GB available space,,F
668660,Microsoft Windows 7*,64 bit system,4 GB RAM,DirectX* 11 graphics card,Version 11,150 MB available space,Requires an internet connection; for copy protection.,M
668660,,,,,,,,R
669500,"Windows 7, Windows 8, Windows 10",Intel i5-750 or AMD Athlon II X4 650 (about 2400 PassMark CPU score),4 GB RAM,GeForce GTX 750 Ti or Radeon R7 360,Version 9.0,10 GB available space,Integrated GPUs not recommended.,M
669500,"Windows 7, Windows 8, Windows 10",Intel i7-960 or AMD A8-7600 (about 3200 PassMark CPU score),8 GB RAM,GeForce GTX 950 or Radeon R9 380,Version 9.0,10 GB available space,,R
669660,Windows 7,Dual Core 2.3GHz or better,8 GB RAM,GTX 760 or higher and AMD R9 270X or higher,Version 11,13 GB available space,,F
669950,"64 Bit Windows 7, 8 or 10",2.6 GHz Intel® Core™ i5-750 or 3.2 GHz AMD Phenom™ II X4 955,4 GB RAM,NVIDIA GeForce GTX 460 or AMD Radeon HD5850,Version 9.0,6 GB available space,,M
669950,"64 Bit Windows 7, 8 or 10",Intel Core i5-4670K (4  3400) or equivalent / AMD FX-6350 (6  3900) or equivalent,8 GB RAM,GeForce GTX 660 (2048 MB) / Radeon HD 7970 (3072 MB),Version 9.0,7 GB available space,,R
670260,Windows 7/10,Dual Core 3 ghz,4 GB RAM,Nvidia GTX 680,Version 11,8 GB available space,,M
670260,,,,,,,,R
670840,Microsoft® Windows® 7 / 8 / 10,1.2GHz processor,512 MB RAM,DirectX Compatible graphics card with at least 32MB of video memory,Version 9.0a,500 MB available space,,M
670840,Microsoft® Windows® 7 / 8 / 10,1.4GHz processor or faster,1 GB RAM,DirectX Compatible graphics card with at least 32MB of video memory,Version 9.0a,500 MB available space,,R
671440,Windows (64 bit only) 7 / 8 / 8.1 / 10,32nm CPU (7th Gen or newer),8 GB RAM,Nvidia GeForce GT 550 or AMD Radeon HD 5000 - Integrated GPUs might not work,Version 11,1 GB available space,Requires a 1024 x 768 screen resolution,M
671440,Windows (64 bit only) 10,32nm CPU e.g AMD-FX or Intel i5/i7,8 GB RAM,Nvidia GeForce GT 760 or AMD Radeon R9,Version 12,1 GB available space,Recommended Resolution: 1920 x 1080,R
671510,64-Bit Windows 8/10,Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalent,8 GB RAM,NVIDIA GeForce GTX 670 or analogue with 2GB VRAM,Version 11,10 GB available space,,M
671510,64-Bit Windows 8/10,Intel Core i7-4770 @ 3.4 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalent,8 GB RAM,NVIDIA GeForce GTX 970 or analogue with 4 GB VRAM,Version 11,10 GB available space,,R
671800,Windows  7 / 10,Intel Core 2 Duo or better,2048 MB RAM,Nvidia GTX 460 or better,Version 9.0c,300 MB available space,REQUIRES 64bit OS ARCHITECTURE,M
671800,Windows  7 / 10,Intel Core 2 Duo or better,2048 MB RAM,Nvidia GTX 550Ti or better,Version 9.0c,300 MB available space,REQUIRES 64bit OS ARCHITECTURE,R
671970,Windows (64-bit) 10,"Intel Core i5-2500 @ 3,30 GHz (4 CPUs)",8 GB RAM,NVidia GeForce GTX 960 4GB,Version 11,20 GB available space,,M
671970,Windows (64-bit) 10,"Intel Core i7-6700 @ 3,40 GHz (4 CPUs)",16 GB RAM,NVidia GeForce GTX 1060 6GB,Version 11,20 GB available space,,R
672150,Windows 7 or later (64 bit),1.7+ GHz or better,4 GB RAM,256+MB with 1024x768 resolution,,300 MB available space,,M
672150,,,,,,,,R
672270,Windows(64-bit) 7 or Newer,Intel Core i3 3.0 GHz,4 GB RAM,NVidia GeForce GTX 660 2GB VRAM,Version 11,20 GB available space,,M
672270,Windows(64-bit) 7 or Newer,Intel Core i5 3.4 GHz,8 GB RAM,NVidia GeForce GTX 970 4GB VRAM,Version 11,20 GB available space,,R
672271,Windows(64-bit) 7 or Newer,Intel Core i3 3.0 GHz,4 GB RAM,NVidia GeForce GTX 660 2GB VRAM,Version 11,20 GB available space,,M
672271,Windows(64-bit) 7 or Newer,Intel Core i5 3.4 GHz,8 GB RAM,NVidia GeForce GTX 970 4GB VRAM,Version 11,20 GB available space,,R
672630,"Windows 7,8,8.1,10 64-bit",2.0 GHz,4 GB RAM,onboard,,400 MB available space,,M
672630,"Windows 7,8,8.1,10 64-bit",2.8 Ghz,8 GB RAM,onboard,,400 MB available space,,R
672840,Windows 7 (64 bit),Intel Core i3 / AMD Ryzen 3,8 GB RAM,NVIDIA GeForce GTX 750 Ti / AMD Radeon R7 265,Version 11,20 GB available space,Recommended to play on low settings,M
672840,Windows 10 (64 bit),Intel Core i5 / AMD Ryzen 5 or higher,16 GB RAM,NVIDIA GeForce GTX 970 / AMD Radeon R9 290X or higher,Version 11,20 GB available space,,R
673000,Windows 7/8.1/10  x64,Intel Core 2 Duo E6320 (2*1866) or equivalent,2 GB RAM,GeForce 7600 GS (512 MB) or equivalent,,1 GB available space,,M
673000,Windows 7/8.1/10  x64,Intel Core i3-2100 (2 * 3100) or equivalent or AMD Phenom II X4 965 (4 * 3400) or equivalent,4 GB RAM,GeForce GTX 660 (2048 MB),,1 GB available space,,R
673130,Windows 7 64-bit or later,Quad Core 2.5 GHz or faster,8 GB RAM,NVIDIA GTX 470 / AMD Radeon 6870 HD,Version 10,5 GB available space,,M
673130,Windows 10 64-bit,Quad Core 3.5 GHz or faster,16 GB RAM,NVIDIA GTX 1060 / AMD Radeon RX 580,Version 12,5 GB available space,,R
673190,64 bit Windows 10 / 8 / 7,Intel Core i5-2500K 3.3GHz / AMD FX-8150 3.6GHz or equivalent,4 GB RAM,GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM*,Version 11,4 GB available space,* Laptop versions of graphics cards may work but are not officially supported. Steering wheels not supported.,M
673190,64 bit Windows 10 / 8 / 7,Intel Core i5-4460 3.2 GHz / AMD Ryzen 5 1600X 3.6GHz,8 GB RAM,GeForce GTX 960 / Radeon HD 7950 3GB VRAM*,Version 11,4 GB available space,* Laptop versions of graphics cards may work but are not officially supported. Steering wheels not supported.,R
673240,Windows 7/8/10 (64-bit OS required),Intel Dual-Core min 2GHz (Core 2 Duo and above) or AMD Dual-Core min 2GHz (Phenom II X2 and above),4 GB RAM,"NVIDIA GeForce 660Ti or higher, AMD Radeon H 7950 or higher (minimum 2 GB dedicated VRAM GDDR5)D",Version 11,8 GB available space,We highly recommend installing the game on an SSD drive.,M
673240,Windows 7/8/10 (64-bit OS required),Intel Quad-Core (i5 2300) or AMD Octo-Core (FX 8150),8 GB RAM,NVIDIA GTX 780 3GB/AMD Radeon R9 290X 4GB or equivalent,Version 11,8 GB available space,We highly recommend installing the game on an SSD drive.,R
673260,Windows 7 or later,1.0 Ghz CPU,2 GB RAM,,,150 MB available space,,M
673260,Windows 7 or later,1.2 Ghz CPU,2 GB RAM,GeForce GT 520,,150 MB available space,,R
673600,Windows 10,Intel i5-4590,8 GB RAM,NVIDIA GeForce GTX 970,Version 11,6 GB available space,,M
673600,Windows 10,Intel i7-4770,16 GB RAM,NVIDIA GeForce GTX 1060,Version 12,6 GB available space,,R
673610,Windows 8 (64 bit),Intel: Intel Core 2 Duo 2.4 GHz | AMD: 3 GHz,2 GB RAM,Any (minimum 2 GB dedicated VRAM),Version 10,4 GB available space,,M
673610,Windows 10 (64 bit),Intel: Intel Core i7 2.6 GHz | AMD: 3 GHz,4 GB RAM,Any (4 GB dedicated VRAM),Version 12,4 GB available space,,R
67370,Windows XP/Vista/7,Intel Core 2 @ 2GHz / AMD Athlon 64 X2 4200+,1.5GB RAM,256MB NVIDIA GeForce 8600 / ATI Radeon HD 2600,,10GB,"Requires installation of Visual C++ 2008 Redistributable, DirectX and nVidia PhysX version 9.11.1107 (included with download)",M
67370,Windows XP/Vista/7,2.4 GHz Quad Core processor,2GB RAM,512+ MB NVIDIA GeForce 9800 GTX,,10GB,"Requires installation of Visual C++ 2008 Redistributable, DirectX and nVidia PhysX version 9.11.1107 (included with download)",R
673750,Windows 7 (64-bit),,2 GB RAM,,Version 11,950 MB available space,,M
673750,Windows 10 (64-bit),,8 GB RAM,Dedicated,Version 11,950 MB available space,Rabbit costume recommended for full immersion.,R
673850,98,Pentium,256 MB RAM,Any DirectX-compatible video card,,3 GB available space,,M
673850,Windows 7,Intel Core i3 2.10 Ghz,4 GB RAM,Any DirectX-compatible video card,Version 10,3 GB available space,,R
673880,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel Core i3 with minimum 3.30 GHz (if the GHz is lower than 3.30 12 GB RAM is required),8 GB RAM,"2GB AMD Radeon HD 7970, 2GB NVIDIA GeForce GTX 770 or better",,11 GB available space,,M
673880,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",3GHz Quad Core,8 GB RAM,"4GB AMD Radeon R9 380, 4GB NVIDIA GeForce GTX 960 or better",,11 GB available space,,R
673950,Windows Vista or newer,Dual Core processor,2 GB RAM,DirectX 10 capable hardware,Version 11,,,M
673950,Windows 7 or newer,Quad core processor,6 GB RAM,GeForce 960 or better,Version 11,,64bit OS recommended,R
674090,Windows 7 or newer,Intel i5-2300/AMD FX-4300,8 GB RAM,nVidia GTX 560 (2GB)/AMD Radeon 7850,Version 10,2 GB available space,,M
674090,,,,,,,,R
674150,Windows 7 / 8 / 10,1.0 GHz Processor,512 MB RAM,100% OpenGL compatible graphics,,300 MB available space,,F
674190,Windows XP or Windows Vista,1 GHz Processor,512 MB RAM,3D graphics card compatible with DirectX 7,,110.4 MB available space,"Mouse, Keyboard",M
674190,,1.4 GHz Processor,1 GB RAM,3D graphics card compatible with DirectX 9,,120 MB available space,,R
674500,Windows 7,Intel Core i5-7600K,8 GB RAM,NVidia 960,Version 11,3 GB available space,,M
674500,Windows 10,Intel Core i5-8600K,16 GB RAM,NVidia 1060,Version 11,3 GB available space,,R
674750,Windows 7/8/10,Dual Core 2Ghz,2 GB RAM,DirectX 9 compatible,,400 MB available space,,F
674930,Windows 7,Dual Core 2.0GHz+,4 GB RAM,1024 x 768 or larger resolution,Version 11,3 GB available space,,M
674930,Windows 10,Quad Core 2.4GHz+,,,,,,R
674940,"10, 8, 7",2GHz,1 GB RAM,,Version 9.0,400 MB available space,,F
675010,Windows Vista/7/8/10 (64-bit),Intel® Pentium Dual Core 2.0GHz or equivalent,2 GB RAM,NVIDIA GeForce 9600 GT or equivalent,,1 GB available space,INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION AND ONLINE GAME. Gamepad Microsoft Xbox Controller for Windows. Confirmed Steering Wheel support for Logitech G25/G27 - Other models have not been tested.,M
675010,Windows Vista/7/8/10 (64-bit),Intel® Core 2 Duo 2.5GHz or equivalent,4 GB RAM,NVIDIA GeForce GTX 470 or equivalent,,1 GB available space,INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION AND ONLINE GAME. Gamepad Microsoft Xbox Controller for Windows. Confirmed Steering Wheel support for Logitech G25/G27 - Other models have not been tested.,R
675240,Windows XP,1 GHz Intel or AMD Processor,1024 MB RAM,OpenGL or DirectX Compatible Graphics Card,Version 9.0c,3 GB available space,,F
675260,Windows 7 64Bit Service Pack 1,Intel Core 2 Duo 2.4GHz,3 GB RAM,Nvidia GTS 450+ with 1024MB+ VRAM (excluding GT) - LATEST DRIVERS REQUIRED,Version 11,15 GB available space,"Not Recommended for Intel integrated graphics. For more detailed specs to optimize the performance of Batman: The Enemy Within - The Telltale Series, please visit:",F
675270,Windows 10,1.5 Ghz,2 GB RAM,1GB Video memory,,1 GB available space,,M
675270,,,,,,,,R
675590,Windows Vista Sp2 - 7 Sp1 - 8 - 8.1 - 10,"AMD Athlon X2 2.8 GHZ, Intel Core 2 Duo 2.4 GHZ",2 GB RAM,"DirectX 10.1 (e.g. AMD Radeon HD 6450, Nvidia GeForce GT 460)",Version 11,1 GB available space,,M
675590,Windows Vista Sp2 - 7 Sp1 - 8 - 8.1 - 10,"AMD Six-Core CPU, Intel Quad-Core CPU",4 GB RAM,"DirectX 11 (e.g. AMD Radeon 290x, Nvidia GeForce GTX 970)",Version 11,1 GB available space,,R
676030,Windows 10,Intel Core i5-4590 / AMD FX 8350 or above,8 GB RAM,NVidia GTX 980 or equivalent,Version 11,3 GB available space,,M
676030,Windows 10,Intel Core i7,16 GB RAM,NVidia GTX 1070 or above,Version 11,3 GB available space,,R
676500,"Windows 7, 64 Bit",2.2 GHz Dual Core,4 GB RAM,512 MB VRAM,Version 11,5 GB available space,,M
676500,,,,,,,,R
676510,"Windows 7,8,10",Intel Core i5-4590 / AMD FX 8350,4 GB RAM,NVIDIA GTX 970 / AMD Radeon R9 290,Version 11,600 MB available space,,M
676510,,,,,,,,R
676820,Windows 7,2.5 GHz,8 GB RAM,Dedicated 2048 MB+,,1 GB available space,,F
676830,Windows XP SP2+,SSE2 instruction set support,4 GB RAM,Graphics supporting DX9 or DX11 with 9.3 capabilities,,200 MB available space,,F
676840,Windows 7,"Intel™ Core™ i5-4590 or AMD FX™ 8350, equivalent or better",8 GB RAM,"NVIDIA GeForce™ GTX 970 or AMD Radeon™ RX 290X, equivalent or better.",,15 GB available space,,M
676840,Windows 10,"Intel™ Core™ i7-7700K or AMD Ryzen 7 1800X, equivalent or better",16 GB RAM,"NVIDIA GeForce™ GTX 1070 or AMD Radeon™ RX VEGA 56, equivalent or better.",,15 GB available space,,R
677120,Windows 7 or later,Intel Core™ Duo or faster,2 GB RAM,OpenGL 3.2+ / DirectX 11+,,500 MB available space,,F
677160,Windows 10 64 bit,Intel Core i3 2100 or equivalent,4 GB RAM,Nvidia GTX 460 or equivalent,Version 11,5 GB available space,A working PC-compatible microphone,M
677160,Windows 10 64 bit,Intel Core i5 2500k or equivalent,8 GB RAM,Nvidia GTX 750ti or equivalent,Version 11,5 GB available space,A working PC-compatible microphone,R
677480,Windows 7/8.1/10 (64-bit versions),Intel Core i5-2400/AMD FX-8320 or better,8 GB RAM,NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better,Version 10,7 GB available space,,F
678002,Windows®  7 / 8.1,"2.8 GHz Core 2 Duo (3.2 GHz Core 2 Duo recommended), AMD Athlon MP (multiprocessor variant or comparable processors)",4 GB RAM,Laptop versions of these chipsets may work but are not supported. Updates to your video and sound card drivers may be required,9.0c,40 GB HD space,Quicktime Player is required for playing the videos,F
678004,Windows®  7 / 8.1,"2.8 GHz Core 2 Duo (3.2 GHz Core 2 Duo recommended), AMD Athlon MP (multiprocessor variant or comparable processors)",4 GB RAM,Laptop versions of these chipsets may work but are not supported. Updates to your video and sound card drivers may be required,9.0c,40 GB HD space,Quicktime Player is required for playing the videos,F
678005,Windows®  7 / 8.1,"Processor: 2.8 GHz Core 2 Duo (3.2 GHz Core 2 Duo recommended), AMD Athlon MP (multiprocessor variant or comparable processors)",4 GB RAM,Laptop versions of these chipsets may work but are not supported. Updates to your video and sound card drivers may be required,9.0c,40 GB HD space,Quicktime Player is required for playing the videos,F
678520,Windows 7 - 64 bit,Intel Core i5-4670 / AMD FX 8350,4 GB RAM,NVIDIA GeForce GTX 970 / AMD Radeon RX 570,Version 11,3 GB available space,,M
678520,Windows 10 - 64 bit,Intel Core i5-4670 / AMD FX 8350,8 GB RAM,NVIDIA GeForce GTX 1080 / AMD Radeon RX 480,,3 GB available space,,R
678900,"Windows 7, 8, 10","Intel Core2Duo / AMD X2, min. 2.2 GHz",4 GB RAM,"DirectX 11 compatible GPU, min. 1.5GB dedicated VRAM (AMD Radeon HD 7000 series / NVIDIA GeForce GTX 500 series)",Version 11,10 GB available space,,M
678900,Windows 10,"Intel i5 / AMD X4, min. 2.8 GHz",8 GB RAM,"DirectX 11 compatible GPU, min. 2GB dedicated VRAM (AMD R9 300 series /  NVIDIA GeForce GTX 900 series)",Version 11,10 GB available space,,R
678950,Windows 7/8/10 (64-bit OS required),"AMD FX-4350, 4.2 GHz / Intel Core i5-3470, 3.20 GHz",4 GB RAM,"Radeon HD 6870, 1 GB / GeForce GTX 650 Ti, 1 GB",Version 11,6 GB available space,,M
678950,Windows 7/8/10 (64-bit OS required),"AMD Ryzen 5 1400, 3.2 GHz / Intel Core i7-3770, 3.40 GHz",8 GB RAM,"Radeon HD 7870, 2 GB / GeForce GTX 660, 2 GB",Version 11,6 GB available space,,R
