id,OS,CPU,RAM,Graphics,DirectX,Disk Space,Additional,type
1303191,"FOR (SP3), Vista (SP1) or WINDOWS 7",2.8 GHz processor or equivalent,1 GB RAM,"NVIDIA GeForce 6800 or better (7300, 7600 GS, and 8500 are below minimum system requirements), ATI X1600 Pro or better (X1300, X1300 Pro and HD2400 are below minimum system requirements),  256MB Video Card and Shader Model 3.0 required",Version 9.0c,10 GB available space,"Please note that attempting to play the game using video hardware that isn’t listed above may result in reduced performance, graphical issues or cause the game to not run at all.",F
1303193,Windows 7,2.8 GHz processor or equivalent,1 GB RAM,"NVIDIA GeForce 6800 or better (7300, 7600 GS, and 8500 are below minimum system requirements), ATI X1600 Pro or better (X1300, X1300 Pro and HD2400 are below minimum system requirements),  256MB Video Card and Shader Model 3.0 required",Version 9.0c,10 GB available space,"Please note that attempting to play the game using video hardware that isn’t listed above may result in reduced performance, graphical issues or cause the game to not run at all.",F
1303200,WINDOWS 7,2.8 GHz processor or equivalent,1 GB RAM,"NVIDIA GeForce 6800 or better (7300, 7600 GS, and 8500 are below minimum system requirements), ATI X1600 Pro or better (X1300, X1300 Pro and HD2400 are below minimum system requirements),  256MB Video Card and Shader Model 3.0 required",Version 9.0c,10 GB available space,"Please note that attempting to play the game using video hardware that isn’t listed above may result in reduced performance, graphical issues or cause the game to not run at all.",F
1303201,WINDOWS 7,2.8 GHz processor or equivalent,1 GB RAM,"NVIDIA GeForce 6800 or better (7300, 7600 GS, and 8500 are below minimum system requirements), ATI X1600 Pro or better (X1300, X1300 Pro and HD2400 are below minimum system requirements),  256MB Video Card and Shader Model 3.0 required",Version 9.0c,10 GB available space,"Please note that attempting to play the game using video hardware that isn’t listed above may result in reduced performance, graphical issues or cause the game to not run at all.",F
1303605,Windows 7 or later,AMD Athlon 64 X2 Dual-Core 4000+ or better/Intel Core 2 Duo 2.0GHz or better,3 GB RAM,Intel HD 3000 or better/AMD Radeon HD 7450/Nvidia GeForce 610,,,,F
1303950,Windows 7 and above,i3,4 GB RAM,Intel HD 4000,,500 MB available space,,F
1303990,64-bit Windows 10.,"Intel Core i3-6100 / AMD Ryzen 3 1200, FX4350 or greater.",8 GB RAM,NVIDIA GeForce GTX 1050Ti / Radeon RX 470 or greater.,,2600 MB available space,,M
1303990,64-bit Windows 10.,Intel i5-4590 equivalent or greater.,8 GB RAM,NVIDIA GTX 970 or AMD R9 290 or greater.,,2600 MB available space,,R
1304130,"Windows 7, 10 64 Bit",Intel Core i5-6200U,4 GB RAM,NVIDIA GeForce GTX 560,Version 11,5 GB available space,,M
1304130,"Windows 7, 10 64 Bit",Intel Core i5-8300H,8 GB RAM,NVIDIA GeForce GTX 760,Version 11,5 GB available space,,R
1304340,Windows 10 Home (x64),Intel Core i5-4590,8 GB RAM,GeForce GTX 660,Version 11,17 GB available space,,M
1304340,Windows 10 Home (x64),Intel Core i7-6700 / Ryzen 5 3600,16 GB RAM,GeForce GTX 1060 / Radeon RX 580,Version 11,17 GB available space,,R
1304410,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304410,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304411,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304411,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304412,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304412,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304413,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304413,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304414,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304414,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304415,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304415,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304418,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304418,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304419,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304419,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304445,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304445,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304447,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304447,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304448,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304448,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304449,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304449,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304460,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304460,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304461,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304461,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304463,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304463,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304468,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304468,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304469,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,M
1304469,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,20 GB available space,Requires mouse and keyboard or Xbox Controller,R
1304550,"Windows 10, Windows 8, Windows 7, Vista, or XP Service Pack 3",1 GHz processor,1 GB RAM,OpenGL 2.1 or higher,Version 9.0,150 MB available space,,M
1304550,"Windows 10, Windows 8, Windows 7, Vista, or XP Service Pack 3",1.3 GHz processor,8 GB RAM,OpenGL 4.0,Version 10,250 MB available space,,R
1304600,Windows 10 64 bit,Intel i5-4590 @ 3.3GHz (4th Generation) or AMD Ryzen 3 1200,8 MB RAM,"NVIDIA GeForce GTX 660 TI or AMD Radeon R7 370, with a minimum of 3GB of VRAM",Version 11,20 MB available space,Best experienced with headphones,M
1304600,Windows 10 64 bit,Intel i5-6600 @ 3.3Ghz (6th Generation) or AMD Ryzen 5 1400,12 MB RAM,"NVIDIA GeForce GTX 970 or AMD Radeon R9 390X, with a minimum of 4GB of VRAM",Version 11,20 MB available space,Best experienced with headphones,R
1304601,Windows 10 64 bit,Intel i5-4590 @ 3.3GHz (4th Generation) or AMD Ryzen 3 1200,8 MB RAM,NVIDIA GeForce GTX 660 TI or AMD Radeon R7 370,Version 11,20 MB available space,Best experienced with headphones,M
1304601,Windows 10 64 bit,Intel i5-6600 @ 3.3Ghz (6th Generation) or AMD Ryzen 5 1400,12 MB RAM,NVIDIA GeForce GTX 970 4 GB or AMD Radeon R9 390X,Version 11,20 MB available space,Best experienced with headphones,R
1304680,Windows 7 (32-bit) or above,i3-530 or equivalent,4 GB RAM,GeForce GT 425M,Version 11,1 GB available space,,M
1304680,Windows 10,i7-4770 or equivalent,8 GB RAM,GeForce GTX 870M or equivalent,Version 11,1 GB available space,,R
1305310,XP or newer,2.0 GHz Core Duo (or other equivalent),1 GB RAM,GeForce 2 or better,,1 GB available space,,F
1305390,"Windows 7, Windows 8.1, Windows 10",Intel Core i5-4430 / AMD FX-6300,4 MB RAM,NVIDIA GeForce GTX 960 2GB / AMD Radeon R7 370 2GB,Version 11,300 MB available space,,F
1305420,Windows XP/Vista/7/8/8.1/10 x86 and x64,Intel Core 2 Duo E6750 (2 * 2660) or equivalent,1024 MB RAM,GeForce GTX 750 (2048 MB) or equivalent,,8 GB available space,,M
1305420,,,,,,,,R
1306630,Windows 7,1.6 GHz,2 GB RAM,512MB,Version 11,600 MB available space,,M
1306630,Windows 7,2 GHz,4 GB RAM,1GB,Version 11,1 GB available space,,R
1306720,Windows 7,Intel Core 2 Duo E8400 | AMD Phenom II X4 965,4 GB RAM,NVIDIA GeForce GTS 250 | AMD Radeon HD 6670,,4 GB available space,,M
1306720,Windows 7+,Intel i5+,8 GB RAM,NVIDIA GTX 960 / Radeon HD 5750 or better,,6 GB available space,,R
1307090,Windows 7 SP1+,SSE2 instruction set support,2 GB RAM,,,500 MB available space,,F
1307440,64 bit Windows 7 and above,Intel Core i5-4570 3.2 GHz or AMD,4 GB RAM,GeForce GTX 460 1GB or AMD Radeon HD 6850 1GB (must support shader 5 model),Version 11,3 GB available space,32bit OS versions is not supported,M
1307440,64 bit Windows 7 and above,Intel Core i7-3770 3.4 GHz or AMD FX-9370 4.4 GHz,8 GB RAM,GeForce GTX 660 2GB or AMD Radeon HD 7850 2GB (must support shader 5 model),Version 11,3 GB available space,32bit OS versions is not supported,R
1307550,Windows 7 SP1 or later,2.0 GHz Dual Core or similar,8 GB RAM,VRAM 2GB,Version 11,12 GB available space,,M
1307550,,,,,,,,R
1307580,Windows 7 or later,,,,,,,M
1307580,,,,,,,,R
1307600,64-bit Windows 10 / 8.1 / 7 with Service Pack 1,"Intel Celeron G4920 (Legacy: i3-2100) , AMD Athlon 200GE",4 GB RAM,"Nvidia GeForce GT 1030 (Legacy: Nvidia GeForce GTS 450), AMD Radeon RX 460 (Legacy: ATI Radeon HD 5570)",,,,M
1307600,64-bit Windows 10 / 8.1 / 7 with Service Pack 1,"4 cores Intel | AMD CPU (Intel i3-8100, AMD Ryzen 3 1200)",8 GB RAM,"Nvidia Geforce GTX 1060 3 GB (Legacy: Nvidia Geforce GTX 780), AMD Radeon RX 580 (Legacy: AMD Radeon R9 290X)",,,,R
1307680,Microsoft Windows 10 (latest SP) 64-bit,Intel i5 @ 3.0 GHz or higher (or AMD equivalent),8 GB RAM,Geforce 750/Radeon R9 270X or higher,Version 11,25 GB available space,"No internet connection needed for single player, but for multiplayer we recommend 5Mbit/s or more",M
1307680,Microsoft Windows 10 (latest SP) 64-bit,Intel i7 @ 4.5 GHz or higher (or AMD equivalent),16 GB RAM,Geforce 1070 GTX / Radeon RX Vega 56 or higher,Version 11,25 GB available space,"No internet connection needed for single player, but for multiplayer we recommend 5Mbit/s or more",R
1307870,Windows 7 or higher,Intel Core  i3-5005U or AMD equivalent,2 GB RAM,Geforce 8600 GT or AMD equivalent,,2 GB available space,,M
1307870,Windows 7 or higher,Intel Core i7-3770K or AMD equivalent,4 GB RAM,NVIDIA GTX 950 or AMD equivalent,,2 GB available space,,R
1307890,Windows 7 (64-Bit),Intel Core I5-2500K (3.30 GHz 4-Cores) or equivalent AMD-Hardware,8 GB RAM,"Dedicated graphics card, GTX 750 Ti 2GB",Version 11,5 GB available space,GPU must support Shader Model 5.0,M
1307890,Windows 10 (64-Bit),Intel Core i7-7700k (4.2GHz 4 Cores) or equivalent AMD-Hardware,8 GB RAM,"Dedicated graphics card, GTX 1660 6GB",Version 11,10 GB available space,GPU must support Shader Model 5.0,R
1308182,Windows 7/8/10 (64 bits),Intel Core i5-4440 (3.10GHz)/AMD FX-6300 (3.50GHz),8 GB RAM,NVIDIA GeForce GTX 760/AMD Radeon HD 7970,Version 11,40 GB available space,,M
1308182,Windows 7/8/10 (64 bits),Intel Core i7-8700 (3.20GHz)/AMD Ryzen 7 2700 (3.20GHz),16 GB RAM,NVIDIA GeForce GTX 980/AMD Radeon R9 390X,Version 11,40 GB available space,SSD is recommended.,R
1308183,Windows 7/8/10 (64 bits),Intel Core i5-4440 (3.10GHz)/AMD FX-6300 (3.50GHz),8 GB RAM,NVIDIA GeForce GTX 760/AMD Radeon HD 7970,Version 11,40 GB available space,,M
1308183,Windows 7/8/10 (64 bits),Intel Core i7-8700 (3.20GHz)/AMD Ryzen 7 2700 (3.20GHz),,NVIDIA GeForce GTX 980/AMD Radeon R9 390X,Version 11,40 GB available space,SSD is recommended.,R
1308500,windows7及以上,无显示,1 GB RAM,无限制,Version 11,2 GB available space,无限制,M
1308500,windows7及以上,无显示,2 GB RAM,无限制,Version 11,2 GB available space,无限制,R
1308950,Windows 7 64Bit,2.4 ghz,4 GB RAM,512 mb,,,,M
1308950,,,,,,,,R
1309860,"Windows 7, Windows 8, Windows 10",2.0 GHz,1 GB RAM,256 MB VRAM,,2 GB available space,,M
1309860,"Windows 7, Windows 8, Windows 10",2.5 GHz,1 GB RAM,512 MB VRAM,,2 GB available space,,R
1310370,Windows 10 (64-bit Only),Intel Core i5-2300 or AMD Ryzen 3 1200,8 GB RAM,GeForce GTX 760 or Radeon HD 7950,Version 11,45 GB available space,,M
1310370,Windows 10 (64-bit Only),Intel Core i5-4590 or AMD FX-8350,8 GB RAM,GeForce GTX 970 or Radeon R9 390,Version 11,45 GB available space,,R
1310990,Windows 7 / 8 / 8.1 / 10,Intel Core™2 Duo,1 GB RAM,显存64MB以上之AMD或NVIDIA显卡,Version 9.0c,4 GB available space,,M
1310990,Windows 10,Intel Core™ i5-3570,4 GB RAM,显存512MB以上之AMD或NVIDIA显卡,Version 9.0c,4 GB available space,,R
1311070,Windows 10 64-bit,Intel Core 2 Duo E6750 or AMD Athlon 64 X2 6400+,2 GB RAM,"NVIDIA GeForce 8800 GT, 512 GB or AMD Radeon HD 6570, 1 GB",,3 GB available space,,M
1311070,Windows 10 64-bit,Intel Core 2 Duo E8400 or AMD Phenom II X2 550,4 GB RAM,"NVIDIA GeForce 9800 GTX, 1 GB or AMD Radeon HD 5750, 1 GB",,3 GB available space,,R
1311090,64-bit Windows 7,"AMD FX 4350 or Equivalent, Intel Core i3 6300 or Equivalent",6 GB RAM,"AMD Radeon™ HD 7730, NVIDIA GeForce® GT 640",Version 11,22 GB available space,,M
1311090,64-bit Windows 7,Ryzen 5 CPU or Equivalent,8 GB RAM,"AMD Radeon™ R9 290, NVIDIA GeForce® GTX 970",Version 11,22 GB available space,,R
1311091,64-bit Windows 7,"AMD FX 4350 or Equivalent, Intel Core i3 6300 or Equivalent",6 GB RAM,"AMD Radeon™ HD 7730, NVIDIA GeForce® GT 640",Version 11,22 GB available space,,M
1311091,64-bit Windows 7,Ryzen 5 CPU or Equivalent,8 GB RAM,"AMD Radeon™ R9 290, NVIDIA GeForce® GTX 970",Version 11,22 GB available space,,R
1311092,64-bit Windows 7,"AMD FX 4350 or Equivalent, Intel Core i3 6300 or Equivalent",6 GB RAM,"AMD Radeon™ HD 7730, NVIDIA GeForce® GT 640",Version 11,22 GB available space,,M
1311092,64-bit Windows 7,Ryzen 5 CPU or Equivalent,8 GB RAM,"AMD Radeon™ R9 290, NVIDIA GeForce® GTX 970",Version 11,22 GB available space,,R
1311098,,,6 GB RAM,,Version 11,22 GB available space,,M
1311098,,,8 GB RAM,,Version 11,22 GB available space,,R
1312740,Windows 10,"2,5Ghz x64 processor",8 GB RAM,DX11 compatible graphics card,Version 11,4 GB available space,,F
1313340,Windows 7,Dual Core 3GHz+,4 GB RAM,GeForce GTX 550 ti or equivalent,,150 MB available space,,M
1313340,Windows 10,Quadcore 3GHz+,6 GB RAM,GTX 750 or equivalent,,300 MB available space,,R
1314140,"Windows 7, 8, 10 (64-bit)","from 2.6 GHz, 4 cores",4 GB RAM,"NVIDIA GeForce GTX 1050 Ti or AMD Radeon RX 550, each with 4 GB VRAM or better",,30 GB available space,Internet connection required,M
1314140,"Windows 7, 8, 10 (64-bit)","from 3,6 GHz, 6 cores",16 GB RAM,"NVIDIA GeForce RTX 2060 SUPER or AMD Radeon RX 5700, each with 8 GB VRAM GDDR6 or better",,30 GB available space,"The system requirements mentioned here cannot cover all systems and configurations, so that in individual cases there may be compatibility problems that prevent or impact the game's runnability or performance.",R
1314561,Windows® 7 / Windows® 8.1 / Windows® 10 64-bit (latest Service Pack),Intel® Core™ i3 3250 3.5 GHz or Intel Pentium G4560 3.5 GHz / AMD FX-4350 4.2 GHz,6 GB RAM,NVIDIA® GeForce® GTX 660 2GB or GTX 1050 2GB / AMD Radeon HD 7850 2GB,,105 GB available space,,M
1314561,System Windows® 7 / Windows® 8.1 / Windows® 10 64-bit (latest Service Pack),Processor Intel® Core™ i5 2400 3.4 GHz or i5 7400 3.5 GHz / AMD Ryzen R5 1600X 3.6 GHz,8 GB RAM,NVIDIA® GeForce® GTX 970 4GB or GTX 1060 6GB / AMD R9 390 8GB Memory 8 GB RAM,,105 GB available space,,R
1314562,Windows® 7 / Windows® 8.1 / Windows® 10 64-bit (latest Service Pack),Intel® Core™ i3 3250 3.5 GHz or Intel Pentium G4560 3.5 GHz / AMD FX-4350 4.2 GHz,,NVIDIA® GeForce® GTX 660 2GB or GTX 1050 2GB / AMD Radeon HD 7850 2GB,,105 GB available space,,M
1314562,System Windows® 7 / Windows® 8.1 / Windows® 10 64-bit (latest Service Pack),Processor Intel® Core™ i5 2400 3.4 GHz or i5 7400 3.5 GHz / AMD Ryzen R5 1600X 3.6 GHz,,NVIDIA® GeForce® GTX 970 4GB or GTX 1060 6GB / AMD R9 390 8GB Memory 8 GB RAM,,105 GB available space,,R
1314563,Windows® 7 / Windows® 8.1 / Windows® 10 64-bit (latest Service Pack),Intel® Core™ i3 3250 3.5 GHz or Intel Pentium G4560 3.5 GHz / AMD FX-4350 4.2 GHz,6 GB RAM,NVIDIA® GeForce® GTX 660 2GB or GTX 1050 2GB / AMD Radeon HD 7850 2GB,,105 GB available space,,M
1314563,System Windows® 7 / Windows® 8.1 / Windows® 10 64-bit (latest Service Pack),Processor Intel® Core™ i5 2400 3.4 GHz or i5 7400 3.5 GHz / AMD Ryzen R5 1600X 3.6 GHz,8 GB RAM,NVIDIA® GeForce® GTX 970 4GB or GTX 1060 6GB / AMD R9 390 8GB Memory 8 GB RAM,,105 GB available space,,R
1314761,"64-bit Windows 7, Windows 8.1 and Windows 10",Processor (AMD): AMD FX-6350 Processor (Intel): Intel Core i5 6600K,8 GB RAM,Graphics card (AMD): AMD Radeon™ HD 7850 2GB Graphics card (NVIDIA): NVIDIA GeForce® GTX 660 2GB,Version 11,50 GB available space,,M
1314761,64-bit Windows 10 or later,Processor (AMD): AMD FX 8350 Wraith Processor (Intel): Intel Core i7 4790 or equivalent,16 GB RAM,Graphics card (AMD): AMD Radeon™ RX 480 4GB Graphics card (NVIDIA): NVIDIA GeForce® GTX 1060 3GB,Version 11,50 GB available space,,R
1314820,"Windows 7, 8, or 10",Intel® Pentium® 1.0GHz or equivalent,512 MB RAM,Full DirectX 9 compliant,Version 9.0c,2 GB available space,,M
1314820,"Windows 7, 8, or 10",Dual-Core 2.4 GHz Processor or better,2 GB RAM,3D Accelerated Video with: 512 MB dedicated video memory,Version 9.0c,2 GB available space,,R
1315140,,,,,,Additional 2 GB available space,,F
1315150,,,,,,Additional 2 GB available space,,F
