id,url
15129,https://store.steampowered.com/bundle/15129/The_Wizards_Bundle/?snr=1_7_7_7000_150_129
22040,https://store.steampowered.com/bundle/22040/All_of_Touhou_Mystias_Izakaya/?snr=1_7_7_7000_150_129
18881,https://store.steampowered.com/bundle/18881/The_Sims_4_Sims_Night_Out_Bundle__Get_Together_Dine_Out_Movie_Hangout_Stuff_Bowling_Night_Stuff/?snr=1_7_7_7000_150_129
22855,https://store.steampowered.com/bundle/22855/Insurgency_Sandstorm__Year_12_Bundle/?snr=1_7_7_7000_150_129
20773,https://store.steampowered.com/bundle/20773/The_Room_Collection/?snr=1_7_7_7000_150_13
14169,https://store.steampowered.com/bundle/14169/Divinity_Original_Sin__The_Source_Saga/?snr=1_7_7_7000_150_13
23355,https://store.steampowered.com/bundle/23355/Halloween_Special/?snr=1_7_7_7000_150_13
13931,https://store.steampowered.com/bundle/13931/Planet_Zoo_Premium_Edition/?snr=1_7_7_7000_150_13
1583,https://store.steampowered.com/bundle/1583/The_Tropico_Bundle/?snr=1_7_7_7000_150_130
3641,https://store.steampowered.com/bundle/3641/Absolute_Despair_Collection/?snr=1_7_7_7000_150_130
13260,https://store.steampowered.com/bundle/13260/__21/?snr=1_7_7_7000_150_130
6251,https://store.steampowered.com/bundle/6251/Orwell_Seasons_Complete_Edition/?snr=1_7_7_7000_150_130
8032,https://store.steampowered.com/bundle/8032/RollerCoaster_Tycoon_Collection/?snr=1_7_7_7000_150_130
23145,https://store.steampowered.com/bundle/23145/Gladiators_Tavern_Bundle/?snr=1_7_7_7000_150_130
18786,https://store.steampowered.com/bundle/18786/Moving_Out_Digital_Deluxe_Edition/?snr=1_7_7_7000_150_131
20460,https://store.steampowered.com/bundle/20460/Hidden_Objects_Complete_Collection_16in1/?snr=1_7_7_7000_150_131
9476,https://store.steampowered.com/bundle/9476/Acerola_Bundle/?snr=1_7_7_7000_150_131
1364,https://store.steampowered.com/bundle/1364/Shadow_Warrior_2_Deluxe/?snr=1_7_7_7000_150_131
16511,https://store.steampowered.com/bundle/16511/Lonely_Mountains_Complete_Bundle/?snr=1_7_7_7000_150_131
9035,https://store.steampowered.com/bundle/9035/SakuraGame_Bundle/?snr=1_7_7_7000_150_131
18307,https://store.steampowered.com/bundle/18307/TOG_serie/?snr=1_7_7_7000_150_132
21749,https://store.steampowered.com/bundle/21749/Road_96_Hitchhiker_Bundle/?snr=1_7_7_7000_150_132
22279,https://store.steampowered.com/bundle/22279/Kitaria_Fables_Deluxe_Edition/?snr=1_7_7_7000_150_132
12878,https://store.steampowered.com/bundle/12878/Operators_Pack/?snr=1_7_7_7000_150_132
12585,https://store.steampowered.com/bundle/12585/Pistol_Whip__Soundtrack/?snr=1_7_7_7000_150_133
21571,https://store.steampowered.com/bundle/21571/Suncrash_Management__Survival_Games/?snr=1_7_7_7000_150_133
